text,label
Banking sector risk classification.,non-obligation
A Captive Insurer which undertakes Direct Long-Term Insurance Business must supervise adequately the conduct of its Direct Long-Term Insurance Business in each jurisdiction in which that Business is undertaken.  ,obligation
The Regulator may accept a written undertaking from a person against whom action could be taken under these Regulations or any Rules made under these Regulations.,non-obligation
"Blank-Sheet Approach . The requirements that will apply to FinTech participants under the RegLab framework may be adapted from existing regulations (including but not limited to the FSMR) and the FSRA Rules, as applicable.",obligation
Restrictions on distributions,non-obligation
"Any amendment or revocation of, or addition to, the Default Rules of a Recognised Body in breach of a Direction under this section is ineffective.",obligation
"In matters concerning Hedge Fund oversight, any party seeking to contest the Regulatory Agency's verdict on legal grounds must lodge their case with the High Court of Justice as stipulated by the prevailing Governmental Edict.",non-obligation
Regulators closely monitor the Leverage Ratio to prevent systemic risks.,non-obligation
The authority to demand documents has clearly defined boundaries.,non-obligation
Providing Third Party Services is a specified kind of activity.,obligation
"The Board may make Rules requiring the payment to the Regulator of such fees, in connection with applications made under these Regulations, as are specified in the Rules. The Regulator may reject an application which is not accompanied by the payment to the Regulator of the fees due on such application.",non-obligation
